發生日期時間,公司名稱,工程名稱,事故詳細地址,災害類型,罹災人數,場所肇災處(事故經過)
114/10/23 16:00,皇昌營造股份有限公司,捷運系統土建工程 (第3期),臺北市內湖區瑞光路158號,被撞,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/06/21 15:00,皇昌營造股份有限公司,中心商業大樓新建案 (第3期),新北市板橋區文化路123號,倒塌、崩塌,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/11/08 15:00,皇昌營造股份有限公司,集合住宅新建工程 (第3期),臺中市西屯區台灣大道285號,被撞,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/10/21 08:00,根基營造股份有限公司,中心商業大樓新建案 (第2期),臺北市內湖區瑞光路309號,倒塌、崩塌,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/12/01 15:00,瑞助營造股份有限公司,高速公路拓寬工程 (第3期),高雄市苓雅區四維四路98號,被撞,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/08/07 13:00,根基營造股份有限公司,高速公路拓寬工程 (第2期),高雄市苓雅區四維四路423號,倒塌、崩塌,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/12/09 12:00,根基營造股份有限公司,廠房新建工程 (第1期),新北市板橋區文化路76號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/05/05 09:00,中鼎工程股份有限公司,廠房新建工程 (第1期),高雄市苓雅區四維四路55號,物體飛落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/02/07 15:00,根基營造股份有限公司,高速公路拓寬工程 (第2期),高雄市苓雅區四維四路201號,物體飛落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/07/15 12:00,建國工程股份有限公司,捷運系統土建工程 (第2期),桃園市中壢區中正路189號,感電,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/11/20 10:00,大陸工程股份有限公司,捷運系統土建工程 (第2期),臺中市西屯區台灣大道17號,倒塌、崩塌,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/08/26 17:00,工信工程股份有限公司,高速公路拓寬工程 (第1期),桃園市中壢區中正路376號,倒塌、崩塌,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/12/04 08:00,大陸工程股份有限公司,集合住宅新建工程 (第3期),高雄市苓雅區四維四路12號,被撞,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/07/03 13:00,遠雄營造股份有限公司,廠房新建工程 (第1期),新北市板橋區文化路418號,墜落、滾落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/02/06 08:00,遠雄營造股份有限公司,中心商業大樓新建案 (第3期),新北市板橋區文化路203號,物體飛落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
115/03/19 10:00,中鼎工程股份有限公司,捷運系統土建工程 (第3期),高雄市苓雅區四維四路28號,墜落、滾落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
115/11/02 09:00,工信工程股份有限公司,廠房新建工程 (第1期),高雄市苓雅區四維四路406號,被撞,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
115/10/22 10:00,工信工程股份有限公司,捷運系統土建工程 (第2期),高雄市苓雅區四維四路350號,感電,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
115/06/09 12:00,工信工程股份有限公司,集合住宅新建工程 (第1期),臺中市西屯區台灣大道362號,感電,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
115/11/28 12:00,大陸工程股份有限公司,中心商業大樓新建案 (第3期),臺北市內湖區瑞光路316號,物體飛落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
115/12/17 11:00,大陸工程股份有限公司,捷運系統土建工程 (第1期),高雄市苓雅區四維四路251號,被撞,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
115/10/09 09:00,互助營造股份有限公司,廠房新建工程 (第3期),高雄市苓雅區四維四路438號,倒塌、崩塌,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
115/06/08 13:00,皇昌營造股份有限公司,廠房新建工程 (第2期),高雄市苓雅區四維四路462號,被撞,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
115/05/05 17:00,瑞助營造股份有限公司,廠房新建工程 (第2期),新北市板橋區文化路373號,被撞,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
115/04/08 16:00,根基營造股份有限公司,高速公路拓寬工程 (第3期),臺北市內湖區瑞光路47號,倒塌、崩塌,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
115/05/01 16:00,中鼎工程股份有限公司,高速公路拓寬工程 (第3期),新北市板橋區文化路72號,被撞,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
115/01/14 09:00,工信工程股份有限公司,高速公路拓寬工程 (第2期),新北市板橋區文化路214號,被撞,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
115/06/05 17:00,互助營造股份有限公司,捷運系統土建工程 (第1期),臺中市西屯區台灣大道43號,倒塌、崩塌,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
115/03/05 14:00,大陸工程股份有限公司,集合住宅新建工程 (第2期),臺北市內湖區瑞光路315號,被撞,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
115/01/22 08:00,工信工程股份有限公司,廠房新建工程 (第2期),新北市板橋區文化路298號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
115/03/17 10:00,根基營造股份有限公司,高速公路拓寬工程 (第3期),臺北市內湖區瑞光路307號,感電,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
115/02/19 16:00,建國工程股份有限公司,廠房新建工程 (第2期),新北市板橋區文化路64號,墜落、滾落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
115/05/21 16:00,皇昌營造股份有限公司,高速公路拓寬工程 (第2期),新北市板橋區文化路161號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
115/09/15 09:00,遠雄營造股份有限公司,捷運系統土建工程 (第2期),臺北市內湖區瑞光路198號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
115/04/24 15:00,工信工程股份有限公司,捷運系統土建工程 (第3期),臺中市西屯區台灣大道41號,物體飛落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
115/07/25 08:00,達欣工程股份有限公司,高速公路拓寬工程 (第1期),新北市板橋區文化路281號,被撞,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
115/12/25 10:00,皇昌營造股份有限公司,集合住宅新建工程 (第2期),臺北市內湖區瑞光路486號,倒塌、崩塌,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
115/05/18 15:00,互助營造股份有限公司,高速公路拓寬工程 (第1期),臺北市內湖區瑞光路125號,感電,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
115/12/03 10:00,工信工程股份有限公司,高速公路拓寬工程 (第1期),臺中市西屯區台灣大道388號,墜落、滾落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
115/03/15 10:00,工信工程股份有限公司,捷運系統土建工程 (第2期),桃園市中壢區中正路331號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
115/03/26 09:00,達欣工程股份有限公司,廠房新建工程 (第3期),臺中市西屯區台灣大道155號,倒塌、崩塌,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
115/02/14 11:00,皇昌營造股份有限公司,高速公路拓寬工程 (第1期),桃園市中壢區中正路423號,倒塌、崩塌,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
115/09/15 10:00,瑞助營造股份有限公司,廠房新建工程 (第1期),高雄市苓雅區四維四路469號,倒塌、崩塌,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
115/04/01 12:00,皇昌營造股份有限公司,捷運系統土建工程 (第1期),桃園市中壢區中正路343號,感電,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
115/12/21 15:00,中鼎工程股份有限公司,集合住宅新建工程 (第2期),桃園市中壢區中正路446號,物體飛落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
115/01/02 17:00,達欣工程股份有限公司,廠房新建工程 (第3期),高雄市苓雅區四維四路197號,感電,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
115/08/12 10:00,建國工程股份有限公司,捷運系統土建工程 (第2期),高雄市苓雅區四維四路311號,感電,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
115/12/01 11:00,根基營造股份有限公司,集合住宅新建工程 (第2期),桃園市中壢區中正路485號,感電,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
115/07/03 12:00,建國工程股份有限公司,集合住宅新建工程 (第2期),高雄市苓雅區四維四路297號,被撞,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
115/09/27 17:00,達欣工程股份有限公司,高速公路拓寬工程 (第1期),臺北市內湖區瑞光路218號,墜落、滾落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
115/03/15 09:00,遠雄營造股份有限公司,捷運系統土建工程 (第2期),臺北市內湖區瑞光路365號,物體飛落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
115/12/24 09:00,根基營造股份有限公司,中心商業大樓新建案 (第3期),臺中市西屯區台灣大道381號,物體飛落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
115/07/04 14:00,中鼎工程股份有限公司,捷運系統土建工程 (第3期),臺中市西屯區台灣大道282號,倒塌、崩塌,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
115/09/11 16:00,瑞助營造股份有限公司,高速公路拓寬工程 (第1期),臺北市內湖區瑞光路115號,被撞,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
115/12/19 15:00,達欣工程股份有限公司,集合住宅新建工程 (第1期),臺中市西屯區台灣大道232號,倒塌、崩塌,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
115/06/07 11:00,互助營造股份有限公司,捷運系統土建工程 (第1期),高雄市苓雅區四維四路423號,倒塌、崩塌,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
